name,short_description,genres,release_date,developer,publisher,overall_player_rating,release_year,overall_player_rating_normalized
For The King,for the king is a strategic rpg that blends tabletop and roguelike elements in a challenging adventure that spans the realms. set off on a single player experience or play cooperatively both online and locally.,"['rpg', 'online co-op', 'strategy', 'open world', 'roguelike', 'turn-based', 'multiplayer', 'co-op', 'turn-based combat', 'adventure', 'tabletop', 'roguelite', 'turn-based strategy', 'party-based rpg', 'board game', 'local co-op', 'indie', 'fantasy', 'hex grid', 'strategy rpg']",2018-04-19,['IronOak Games'],['Curve Games'],4.0,2018.0,0.8
Armello,"armello is a grim fairy-tale board game come to life, with every match combining deep, tactical card play, rich tabletop strategy and rpg elements. leverage subterfuge, spells and careful strategy to wrangle control of the game's chaotic odds as you quest for the throne.","['board game', 'pvp', 'turn-based strategy', 'card game', 'turn-based', 'strategy', 'rpg', 'dark fantasy', '3d', 'atmospheric', 'hand-drawn', '2d', 'tabletop', 'multiple endings', 'fantasy', 'hex grid', 'lore-rich', 'adventure', 'tactical rpg', 'grand strategy']",2015-09-01,['League of Geeks'],['League of Geeks'],4.0,2015.0,0.8
Stacklands,"stacklands is a village builder where you stack cards to collect food, build structures, and fight creatures. 🃏 for example, dragging a villager card on top of a berry bush card will spawn berry cards which the villagers can eat to survive. 🃏 play your cards right and expand your village!","['card game', 'management', 'survival', 'card battler', 'roguelite', 'city builder', 'strategy', 'solitaire', 'building', '2d', 'tabletop', 'singleplayer', 'cute', 'deckbuilding', 'simulation', 'hand-drawn', 'colorful', 'indie', 'casual', 'fantasy']",2022-04-08,['Sokpop Collective'],['Sokpop Collective'],5.0,2022.0,1.0
ENDLESS™ Legend,endless™ legend is a 4x turn-based fantasy strategy game by the creators of endless™ space and dungeon of the endless™. control every aspect of your civilization as you struggle to save your homeworld auriga. create your own legend!,"['strategy', '4x', 'turn-based', 'turn-based strategy', 'fantasy', 'hex grid', 'multiplayer', 'rpg', 'singleplayer', 'great soundtrack', 'sci-fi', 'indie', 'tactical', 'grand strategy', 'adventure', 'medieval', 'atmospheric', 'exploration', 'open world', 'sandbox']",2014-09-18,['AMPLITUDE Studios'],['SEGA'],4.0,2014.0,0.8
Dorfromantik,"dorfromantik is a peaceful building strategy and puzzle game where you create a beautiful and ever-growing village landscape by placing tiles. explore a variety of colorful biomes, discover and unlock new tiles and complete quests to fill your world with life!","['puzzle', 'relaxing', 'city builder', 'turn-based strategy', 'strategy', 'board game', 'casual', 'simulation', 'resource management', 'sandbox', 'turn-based tactics', 'logic', 'procedural generation', 'family friendly', 'controller', 'minimalist', 'indie', '3d', 'hand-drawn', 'singleplayer']",2022-04-28,['Toukana Interactive'],['Toukana Interactive'],5.0,2022.0,1.0
"Warhammer 40,000: Gladius - Relics of War","warhammer 40,000: gladius – relics of war brings you to a world of terror and violence. four factions will engage in a brutal war for dominance over the planet’s resources. in the first turn-based 4x strategy game set in warhammer 40,000 you will lead one of four unique factions.","['strategy', 'warhammer 40k', '4x', 'turn-based strategy', 'hex grid', 'turn-based', 'multiplayer', 'sci-fi', 'turn-based tactics', 'wargame', 'singleplayer', 'tactical', 'co-op', 'war', 'grand strategy', 'turn-based combat', 'replay value', 'great soundtrack', 'military', 'games workshop']",2018-07-12,['Proxy Studios'],['Slitherine Ltd.'],4.0,2018.0,0.8
Northgard,"northgard is a critically acclaimed strategy game based on norse mythology. lead your clan, uncover the secrets of a mysterious newfound continent and defeat your enemies to conquer the throne!","['strategy', 'city builder', 'simulation', 'rts', 'base building', 'colony sim', 'building', '4x', 'economy', 'tactical', 'war', 'management', 'multiplayer', 'pvp', 'singleplayer', 'moddable', 'co-op', 'vikings', 'pve', 'resource management']",2018-03-07,['Shiro Games'],['Shiro Games'],4.0,2018.0,0.8
Age of Wonders 4,rule a fantasy realm of your own design! explore new magical realms in age of wonders’ signature blend of 4x strategy and turn-based tactical combat. control a faction that grows and changes as you expand your empire with each turn!,"['strategy', '4x', 'character customization', 'choices matter', 'rpg', 'strategy rpg', 'fantasy', 'moddable', 'lore-rich', 'dwarf', 'turn-based strategy', 'combat', 'grand strategy', 'magic', 'singleplayer', 'exploration', 'co-op', 'tactical rpg', 'top-down', 'multiplayer']",2023-05-02,['Triumph Studios'],['Paradox Interactive'],4.0,2023.0,0.8
Scythe: Digital Edition,"scythe transports you to an alternate reality in 1920s europa, one ravaged by the first world war. take up the role of leader by assuming command of one of 5 factions, and set out to conquer the coveted ""factory"". lead your mechs to war and your people to victory!","['board game', 'strategy', 'turn-based', 'multiplayer', '4x', 'tabletop', 'alternate history', 'mechs', 'hex grid', 'turn-based strategy', 'sci-fi', 'steampunk', 'world war i', 'singleplayer', 'historical', 'character customization', 'hand-drawn', 'tactical', 'pvp', 'war']",2018-09-05,['The Knights of Unity'],['The Knights of Unity'],4.0,2018.0,0.8
The Crew Motorfest,"the crew motorfest is an open world online racing game set on the island of o‘ahu, hawaii. experience the best that car culture has to offer as you compete in intense races, experience themed events, and collect hundreds of iconic cars. enjoy the game free for five hours!","['racing', 'arcade', 'multiplayer', 'open world', 'driving', 'sandbox', 'singleplayer', 'sports', 'pvp', 'online co-op', 'co-op', '3d']",2024-04-18,['Ubisoft Ivory Tower'],['Ubisoft'],2.0,2024.0,0.4
Need for Speed™ Heat,"hustle by day and risk it all at night in need for speed™ heat deluxe edition, a white-knuckle street racer, where the lines of the law fade as the sun starts to set.","['racing', 'open world', 'multiplayer', 'driving', 'action', 'singleplayer', 'co-op', 'adventure', 'combat racing', 'atmospheric', 'third person', 'online co-op', 'arcade', 'sports', 'pvp', 'first-person', 'controller', 'character customization', 'split screen', 'destruction']",2019-11-08,['Ghost Games'],['Electronic Arts'],4.0,2019.0,0.8
Need for Speed™ Unbound,"race to the top, definitely don’t flop. outsmart the cops, and enter weekly qualifiers for the grand: the ultimate street race. pack your garage with precision-tuned, custom rides, and light up the streets with your style.","['racing', 'multiplayer', 'open world', 'action', 'driving', 'singleplayer', 'character customization', 'combat racing', 'controller', 'arcade', 'casual', 'online co-op', 'simulation', 'atmospheric', 'sports', 'adventure', 'anime', 'immersive', 'music', 'split screen']",2022-12-01,['Criterion Games'],['Electronic Arts'],2.0,2022.0,0.4
iRacing,"we are the world’s premier motorsports racing game. an iracing membership provides entry into the newest form of motorsport: internet racing. internet racing is a fun, easy, and inexpensive way for race fan and gamers alike to enjoy the thrill of the racetrack from the comfort of their home.","['racing', 'automobile sim', 'simulation', 'vr', 'sports', 'driving', 'massively multiplayer', 'multiplayer', 'realistic', 'singleplayer', 'controller', 'esports', 'first-person', 'action']",2015-01-12,"['iRacing.com Motorsport Simulations', 'iRacing']","['iRacing.com Motorsport Simulations', 'iRacing']",4.0,2015.0,0.8
WWE 2K24,"experience a gripping retelling of wrestlemania’s greatest moments in 2k showcase of the immortals in wwe 2k24, where you can relive a collection of some of the most unforgettable, career-defining matches.","['sports', 'simulation', 'wrestling', 'fighting', 'character customization', 'singleplayer', 'pvp', 'co-op', 'local co-op', 'online co-op', 'multiplayer', 'controller', 'local multiplayer', 'casual', '3d fighter', '3d', 'realistic', 'sandbox']",2024-03-08,['Visual Concepts'],['2K'],3.0,2024.0,0.6000000000000001
F1® 24,"join the grid and be one of the 20. drive like the greatest in ea sports™ f1® 24, the official video game of the 2024 fia formula one world championship™.","['racing', 'sports', 'driving', 'multiplayer', 'automobile sim', 'vr', 'simulation', 'early access', 'singleplayer', 'competitive', 'realistic', 'casual', 'co-op', 'online co-op', 'pvp', 'character customization', 'horror', 'world war ii', 'great soundtrack', 'esports']",2024-05-31,['Codemasters'],['Electronic Arts'],2.0,2024.0,0.4
Fishing Planet,fishing planet® is a free-to-play and highly realistic first-person online multiplayer fishing simulator. developed by avid fishing enthusiasts to bring you the full thrill of actual angling on your pc.,"['fishing', 'free to play', 'multiplayer', 'simulation', 'sports', 'relaxing', 'realistic', 'massively multiplayer', 'co-op', 'first-person', 'open world', 'singleplayer', 'online co-op', 'family friendly', 'adventure', 'casual', 'mmorpg', 'action', 'fps', 'farming sim']",2015-08-11,['Fishing Planet LLC'],['Fishing Planet LLC'],4.0,2015.0,0.8
Golf With Your Friends,"why have friends if not to play golf... with your friends! nothing is out of bounds as you take on courses filled with fast paced, exciting, simultaneous mini golf for up to 12 players!","['multiplayer', 'casual', 'mini golf', 'sports', 'golf', 'indie', 'funny', 'family friendly', 'co-op', 'singleplayer', 'early access', 'physics', 'simulation', 'strategy', 'great soundtrack', 'local multiplayer', 'difficult', 'memes', 'massively multiplayer', 'action']",2020-05-19,"['Blacklight Interactive', 'Team17']",['Team17'],4.0,2020.0,0.8
EA SPORTS™ WRC,"build the car of your dreams in our biggest rally game ever, ea sports™ wrc, the official videogame of the fia world rally championship, the first developed by the award-winning team behind the dirt rally series.","['racing', 'simulation', 'automobile sim', 'sports', 'offroad', 'multiplayer', 'pvp', 'singleplayer', 'early access', 'vr', 'driving']",2023-11-02,['Codemasters'],['Electronic Arts'],2.0,2023.0,0.4
Tony Hawk's™ Pro Skater™ 1 + 2,"play the fully-remastered tony hawk’s™ pro skater™ & tony hawk’s™ pro skater™ 2 games in one epic collection, rebuilt from the ground up in incredible hd.","['sports', 'skateboarding', 'multiplayer', 'singleplayer', 'arcade', 'co-op', 'character customization', 'third person', '3d', 'soundtrack', 'music', 'remake', 'great soundtrack', 'open world']",2023-10-03,"['Vicarious Visions', 'Iron Galaxy Studios']",['Activision'],4.0,2023.0,0.8
Russian Fishing 4,"russian fishing 4 is a fishing simulator with rpg elements. there is no story line and the whole process is based on the concept of an open, free to roam and free to play game.","['fishing', 'free to play', 'multiplayer', 'simulation', 'nature', 'realistic', 'relaxing', 'crafting', 'immersive sim', 'first-person', 'sports', 'atmospheric', 'singleplayer', 'open world', 'survival', 'massively multiplayer', 'casual', 'adventure', 'rpg', 'family friendly']",2021-11-10,['FishSoft LLC'],['FishSoft LLC'],2.0,2021.0,0.4
Football Manager 2024,build a world-class team ready to dominate your rivals in football’s most prestigious competitions. progress never stops when you’re pursuing footballing greatness.,"['simulation', 'sports', 'strategy', 'management', 'football (soccer)', 'multiplayer', 'esports', 'economy', 'real time tactics', 'singleplayer', '3d', 'text-based', '2d']",2023-11-06,['Sports Interactive'],['SEGA'],4.0,2023.0,0.8
F1® Manager 2024,"lead your team to glory in f1® manager 2024. a new formula 1® season has arrived, and with it, the most comprehensive f1® management experience to date. build a legacy with one of 10 official f1® constructors or create your own team for the very first time.","['simulation', 'strategy', 'racing', 'automobile sim', 'immersive sim', 'time management', 'realistic', '3d', 'driving', 'management', 'sports', 'economy', 'family friendly', 'tactical', 'base building', 'choices matter', 'pve', 'resource management', 'team-based', 'time manipulation']",2024-07-23,['Frontier Developments'],['Frontier Developments'],2.0,2024.0,0.4
Rooftops & Alleys: The Parkour Game,"ever felt like the world was missing that one parkour/freerunning game? that game that scratches that itch that other games just don't? rooftops & alleys aka theparkourgame is here to deliver! in this game, there's is no 'hold button to parkour' mentality. here, you, the player is in control!","['simulation', 'sports', 'parkour', '3d platformer', 'esports', 'exploration', 'first-person', 'third person', 'immersive sim', '3d', 'open world', 'character customization', 'singleplayer', 'physics', 'controller', 'early access', 'indie', 'action', 'gaming', 'multiplayer']",2024-05-21,['MLMEDIA'],['MLMEDIA'],5.0,2024.0,1.0
Liftoff®: FPV Drone Racing,liftoff® is a drone simulator that translates the rush of first-person view drone flight to the digital world. join the biggest community for virtual fpv racing and freestyle!,"['simulation', 'flight', 'racing', 'realistic', 'first-person', 'sports', 'multiplayer', 'immersive sim', 'indie', 'early access', 'crafting', 'level editor', 'singleplayer', 'atmospheric', 'exploration', 'education', '3d', 'modern', 'parkour', 'science']",2018-09-13,['LuGus Studios'],['LuGus Studios'],4.0,2018.0,0.8
EA SPORTS FC™ 24,"ea sports fc™ 24 welcomes you to the world’s game: the most true-to-football experience ever with hypermotionv, playstyles optimised by opta, and an enhanced frostbite™ engine.","['football (soccer)', 'sports', 'controller', 'multiplayer', 'esports', 'pvp', 'competitive', 'pve', 'local multiplayer', '3d', 'simulation', 'online co-op', 'singleplayer', 'realistic', 'local co-op', 'co-op', 'action', 'family friendly', 'first-person', 'early access']",2023-09-28,['EA Canada & EA Romania'],['Electronic Arts'],2.0,2023.0,0.4
Undisputed,"become undisputed in the most authentic boxing game to date! featuring true to life visuals, bone-jarring action, and more licensed boxers than ever before, undisputed gives you unprecedented control to master every inch of the ring.","['3d fighter', 'third person', '3d', 'combat', 'controller', 'boxing', 'fighting', 'sports', 'realistic', 'multiplayer', 'early access', 'singleplayer', 'local multiplayer', 'simulation', 'action', 'esports', 'pve', 'pvp', 'character customization', 'immersive sim']",2023-01-31,['Steel City Interactive'],['Deep Silver'],3.0,2023.0,0.6000000000000001
Need for Speed™ Payback,"set in the underworld of fortune valley, you and your crew were divided by betrayal and reunited by revenge to take down the house, a nefarious cartel that rules the city’s casinos, criminals and cops. in this corrupt gambler’s paradise, the stakes are high and the house always wins.","['racing', 'open world', 'multiplayer', 'combat racing', 'sports', 'controller', 'pvp', 'sandbox', 'arcade', 'third person', 'first-person', 'strategy', 'offroad', 'vehicular combat', 'simulation', 'co-op', 'atmospheric', 'online co-op', 'singleplayer', 'action']",2017-11-06,['Ghost Games'],['Electronic Arts'],4.0,2017.0,0.8
PGA TOUR 2K23,"hit the links with more swagger in pga tour 2k23. now featuring playable male and female pros, including tiger woods, new licensed courses, more control options, an authentic pga tour mycareer, course designer, and new myplayer skills and archetypes! pga tour 2k23. more golf. more game.","['sports', 'simulation', 'rpg', 'golf', 'third person', 'pvp', 'singleplayer', 'local multiplayer', 'local co-op', 'controller', '4 player local']",2022-10-13,['HB Studios'],['2K'],3.0,2022.0,0.6000000000000001
DiRT Rally 2.0,"dirt rally 2.0 dares you to carve your way through a selection of iconic rally locations from across the globe, in the most powerful off-road vehicles ever made, knowing that the smallest mistake could end your stage.","['racing', 'automobile sim', 'simulation', 'multiplayer', 'driving', 'vr', 'sports', 'offroad', 'realistic', 'difficult', 'singleplayer', 'first-person', 'controller', 'open world', 'co-op', '3d vision', 'family friendly', 'trackir', 'action', 'souls-like']",2019-02-25,['Codemasters'],"['Codemasters', 'Electronic Arts']",4.0,2019.0,0.8
Assetto Corsa Competizione - 24H Nürburgring Pack,no description available,"['racing', 'simulation', 'automobile sim', 'sports', 'multiplayer', 'vr', 'driving', 'realistic', 'singleplayer', 'controller', 'open world', 'esports', 'early access', 'first-person', 'competitive', 'online co-op', 'atmospheric', 'moddable', 'difficult', 'action']",2024-04-01,['Kunos Simulazioni'],['Kunos Simulazioni'],4.0,2024.0,0.8
Automobilista 2,"automobilista 2 once again puts you in the driving seat of an advanced and diverse racing simulator - now with incredible graphical quality, high-profile cars and tracks, advanced dynamic track condition system and vr support.","['racing', 'simulation', 'sports', 'vr', 'automobile sim', 'indie', 'action', 'driving', 'realistic', 'multiplayer']",2020-03-31,['Reiza Studios'],['Reiza Studios'],4.0,2020.0,0.8
NBA 2K24,experience hoops culture in nba 2k24. enjoy loads of action and limitless personalized myplayer options in mycareer. build your perfect lineup in myteam. feel more responsive gameplay and polished visuals while playing with your favorite nba and wnba teams in play now.,"['sports', 'basketball', 'simulation', 'esports', '3d', 'realistic', 'management', 'pvp', 'character customization', 'controller', 'immersive sim', 'team-based', 'trading', 'co-op', 'local co-op', 'local multiplayer', 'multiplayer', 'gambling', 'online co-op', 'singleplayer']",2023-09-07,['Visual Concepts'],['2K'],1.0,2023.0,0.2
Steep™,"ride a massive open world across the alps, where the powder is always fresh and the run never ends. defy and master the mountain alone or with friends on skis, wingsuits, snowboards and paragliders. record and share your best stunts.","['sports', 'open world', 'multiplayer', 'action', 'simulation', 'atmospheric', 'exploration', 'great soundtrack', 'adventure', 'racing', 'snowboarding', 'first-person', 'third person', 'co-op', 'singleplayer', 'realistic', 'skiing', 'sandbox', 'casual', 'snow']",2016-12-02,"['Ubisoft Annecy', 'Ubisoft Montpellier', 'Ubisoft Kiev']",['Ubisoft'],4.0,2016.0,0.8
Riders Republic,"jump into a massive multiplayer playground! bike, ski, snowboard, or wingsuit across an open world sports paradise.","['racing', 'open world', 'massively multiplayer', 'sports', 'multiplayer', 'pvp', 'bikes', 'snowboarding', 'third person', 'skiing', 'cycling', 'bmx', 'first-person', 'online co-op', 'co-op', 'singleplayer', 'colorful', 'skateboarding']",2023-06-08,"['Ubisoft Annecy', 'Ubisoft Belgrade', 'Ubisoft Kyiv', 'Ubisoft Pune', 'Ubisoft Odesa']",['Ubisoft Entertainment'],4.0,2023.0,0.8
Season 1 MyTEAM Bonus Offer,no description available,"['sports', 'simulation', 'basketball', 'esports', '3d', 'immersive sim', 'management', 'pvp', 'character customization', 'controller', 'deckbuilding', 'team-based', 'trading', 'co-op', 'local co-op', 'local multiplayer', 'multiplayer', 'online co-op', 'singleplayer', '4 player local']",2024-09-04,['Visual Concepts'],['2K'],0.0,2024.0,0.0
All-In-One Sports VR,13 sports in 1 game ! what type of sports acitivities will be safer during the pandemic era? all in one sports vr offers the most safe way to keep you healthy for both physically and mentally with zero contact.,"['simulation', 'vr', 'sports', 'baseball', 'basketball', 'bowling', 'casual', 'boxing', 'archery', 'tennis', 'pool', 'golf', 'arcade', 'esports', 'physics', '6dof', 'realistic', 'singleplayer', 'multiplayer', 'action']",2023-04-07,['Appnori Inc.'],['Appnori Inc.'],4.0,2023.0,0.8
Downhill Pro Racer,"the first simulator of the real downhill mountain biking sport. race against the clock in realistic dh tracks. you have full control over your bike's reactions. jump, gap over obstacles and navigate through technical terrain while avoiding crashes. the race is on!","['early access', 'racing', 'sports', 'bikes', 'motocross', 'bmx', 'esports', 'third person', 'first-person', 'realistic', '3d', 'combat racing', 'automobile sim', 'cycling', 'driving', 'motorbike', 'nature', 'offroad', 'skateboarding', 'snowboarding']",2023-06-23,['Germán de la Fuente'],['Germán de la Fuente'],,2023.0,
MX vs ATV Legends,"race your way to victory on bikes, atvs and utvs in mx vs atv legends! featuring massive new open environments, plus a career mode that lets you experience all the risks and rewards of becoming a world-famous professional rider. become an off-road racing legend in your own right! your time is now!","['racing', 'sports', 'arcade', '3d', 'first-person', 'realistic', 'third person', 'driving', 'motocross', 'family friendly', 'motorbike', 'offroad', 'pvp', 'controller', 'physics', 'multiplayer', 'singleplayer', 'atv', 'open world', 'vr']",2022-06-28,['Rainbow Studios'],['THQ Nordic'],3.0,2022.0,0.6000000000000001
Descenders,"descenders is extreme downhill freeriding for the modern era, with procedurally generated worlds, and where mistakes have real consequences. will you lead your team to glory and become the next legendary descender?","['sports', 'racing', 'cycling', 'action', 'bikes', 'multiplayer', 'great soundtrack', 'procedural generation', 'roguelite', 'open world', 'bmx', 'fast-paced', 'simulation', 'physics', 'moddable', 'addictive', 'difficult', 'relaxing', 'beautiful', 'competitive']",2019-05-07,['RageSquid'],['No More Robots'],5.0,2019.0,1.0
RIDE 5,rev up your engine and get ready to hit the track with ride 5. an adrenaline-filled gaming experience that is so authentic it will make you feel like you're truly racing at break-neck speed.,"['racing', 'simulation', 'sports', 'motorbike', 'split screen', 'bikes', 'driving', 'multiplayer', 'realistic', 'singleplayer', 'local multiplayer', 'first-person', 'controller', 'third person', 'pvp', 'physics', 'family friendly', 'character customization', 'artificial intelligence', 'tutorial']",2023-08-24,['Milestone S.r.l.'],['Milestone S.r.l.'],3.0,2023.0,0.6000000000000001
Golf It!,"embark on an exciting journey with golf it! seize your putter, rally your friends, and immerse yourself in an epic minigolf adventure. conquer countless courses, create lasting memories, and refine your skills to emerge as the ultimate minigolf champion. your thrilling golfing odyssey begins here!","['multiplayer', 'mini golf', 'golf', 'casual', 'sports', 'funny', 'online co-op', 'singleplayer', 'simulation', 'level editor', 'indie', 'early access', 'local multiplayer', 'sandbox', 'co-op', 'family friendly', 'vr', 'memes', 'difficult', 'strategy']",2023-08-18,['Perfuse Entertainment'],['Perfuse Entertainment'],4.0,2023.0,0.8
Motordoom,"motördoom is a freestyle-sports roguelite horde shooter that combines high octane, visceral combat with fluid movement and trick mechanics. perform gnarly tricks while defeating grotesque monsters and upgrade your character with demonic offerings to become ever more powerful.","['skateboarding', 'bmx', 'roguelite', 'arcade', 'action roguelike', 'shooter', 'bullet hell', 'roguelike', 'motocross', 'vehicular combat', 'sports', 'motorbike', 'action', '3d', 'arena shooter', 'bikes', 'demons', 'singleplayer', 'retro', 'third-person shooter']",2024-08-02,['Hobo Cat Games'],['Hobo Cat Games'],4.0,2024.0,0.8
Sledders,"rev' up your sled & dive into fresh powder in sledders! realistic, physics-based snowmobile simulator in backcountries full of deep snow. ride with and against your friends in online multiplayer. can you reach the peak before others? show off your sled-skills now on sledders.","['motocross', 'simulation', 'motorbike', 'snow', 'offroad', 'racing', 'sports', 'moddable', 'exploration', 'physics', 'driving', 'character customization', 'multiplayer', 'immersive sim', '3d', 'early access', 'realistic', 'third person', 'bikes', 'sandbox']",2023-12-05,['Hanki Games'],['Bonus Stage Publishing'],5.0,2023.0,1.0
The Ramp,"a digital toy for skateboard loving people. pure flow, no extra fluff.","['skateboarding', 'sports', 'skating', 'relaxing', 'minimalist', 'snowboarding', 'bmx', 'sandbox', 'action', 'controller', 'casual', 'arcade', 'singleplayer', '3d', 'stylized', 'skiing', 'indie', 'atmospheric', 'driving', 'simulation']",2021-08-03,['Paul Schnepf'],['hyperparadise'],5.0,2021.0,1.0
Monster Energy Supercross - The Official Videogame,live the adrenaline and the excitement of the 2017 monster energy supercross championship with monster energy supercross - the official videogame!,"['sports', 'simulation', 'racing', 'motorbike', 'motocross', 'bikes', 'cycling', 'multiplayer', 'singleplayer']",2018-02-13,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2018.0,0.8
Skater XL - The Ultimate Skateboarding Game,"experience unparalleled board control and responsiveness while you skate iconic real-world skate spots. this is the evolution of skateboarding gameplay. with independent foot control and unique physics-based gameplay, skate gamers finally have the expressive controls they have always dreamed of.","['skateboarding', 'skating', 'multiplayer', 'sports', 'sandbox', 'online co-op', 'moddable', 'physics', 'character customization', 'simulation', 'adventure', 'mod', 'controller', 'action', 'singleplayer', 'realistic', 'open world', 'snowboarding', 'soundtrack', 'indie']",2020-07-28,['Easy Day Studios Pty Ltd'],['Easy Day Studios Pty Ltd'],4.0,2020.0,0.8
TrackDayR,"the most complete motorcycle simulator that allows you to ride every type of motorbikes including atvs, 3 wheelers prototype and sidecars. challenge your online friends on trackdayr and climb the leaderboards of players all over the world. trackdayr, trackday everyday!","['motocross', 'bikes', 'racing', 'simulation', 'motorbike', 'atv', 'sports', 'driving', 'realistic', 'pvp', '3d', 'early access', 'indie', 'singleplayer', 'massively multiplayer', 'multiplayer', 'automobile sim', 'runner', 'offroad', 'first-person']",2021-03-17,['MadCow S.r.l.'],['MadCow S.r.l.'],4.0,2021.0,0.8
69 Balls,"a third-person shooting game but you are not a person. you are a ball! imagine a pool ball, a shotgun and football mechanics mashed together! you said you can't? neither do i! just shoot everything you see and pray if the black ball goes in!","['pool', 'football (soccer)', 'multiplayer', 'pvp', 'funny', 'team-based', 'esports', 'third person', 'sports', 'action', 'mini golf', 'football (american)', 'simulation', 'rts', 'shooter', 'real time tactics', 'third-person shooter', '3d', 'cartoony', 'free to play']",2023-06-16,"['Matthew Choi', 'Plum Point 2']",['GKStudio'],4.0,2023.0,0.8
MX vs. ATV Reflex,think fast and hang on to your ride as you take independent control of the rider and take the ultimate test of mettle. dual controls let you tear it up with death-defying tricks and high-flying freestyle action. fight for traction and dig up the track to leave your mark.,"['racing', 'motocross', 'offroad', 'multiplayer', 'motorbike', 'open world', 'sports', 'singleplayer', 'atv', 'simulation', 'action', 'bikes', 'moddable', 'controller', 'arcade', 'driving']",2010-11-26,"['Rainbow Studios', 'THQ Nordic']",['THQ Nordic'],4.0,2010.0,0.8
MXGP 2021 - The Official Motocross Videogame,"all the power of motocross in your hands: the new mxgp 2021 is finally here! the official mxgp videogame is ready to show you what it's made of: warm up your engines and get ready for the most realistic, exciting two-wheeled experience ever!","['racing', 'simulation', 'sports', 'bikes', 'motocross', 'motorbike', 'pvp', 'multiplayer', 'singleplayer']",2021-11-30,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2021.0,0.8
Session: Skate Sim,"made by and for skaters, the dual stick controls faithfully reproduce your feet on the skateboard for an ultra-realistic experience. try out real-life iconic skate spots, customise your skater and equipment with items from the top brands","['sports', 'skateboarding', 'simulation', 'singleplayer', 'indie', 'action', 'realistic', 'third person', 'difficult', 'exploration', 'funny', 'family friendly', 'physics', 'early access', 'character customization', 'skating', 'immersive sim', 'parkour', 'multiplayer', 'strategy']",2022-09-22,['crea-ture Studios Inc.'],['Nacon'],4.0,2022.0,0.8
MXGP3 - The Official Motocross Videogame,experience all the adrenaline of motocross with the official championship’s only videogame!,"['racing', 'sports', 'simulation', 'motocross', 'motorbike', 'offroad', 'multiplayer', 'bikes', 'singleplayer']",2017-05-29,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2017.0,0.8
MXGP - The Official Motocross Videogame,"the only official mxgp videogame: all the riders and bikes from mx1 and mx2! race on 1:1 scale official championship tracks. career mode takes you from debut season to mx1. the game physics and dual stick control allow for separate control of bike and rider: unprecedented realism, in your hands.","['racing', 'sports', 'simulation', 'motocross', 'offroad', 'motorbike', 'multiplayer', 'bikes', 'action', 'realistic', 'adventure', 'singleplayer', 'open world', 'co-op']",2014-03-28,['Milestone S.r.l.'],"['Plug In Digital', 'Milestone S.r.l.']",4.0,2014.0,0.8
Walkabout Mini Golf VR,"escape into a fun and beautiful world filled with the best mini golf courses you’ve ever seen! play by yourself, meet someone new, or challenge your friends in a private game with up to 8 people. extremely realistic physics create the perfect experience for hardcore golfers and casual players alike.","['sports', 'golf', 'mini golf', 'vr', 'pvp', '3d', 'first-person', 'casual', 'historical', 'colorful', 'minimalist', 'stylized', 'fantasy', 'pirates', '6dof', 'atmospheric', 'multiplayer', 'nature', 'physics', 'singleplayer']",2021-07-15,['Mighty Coconut'],['Mighty Coconut'],5.0,2021.0,1.0
MX vs ATV All Out,"all terrain, all vehicles, all you! mx vs atv all out is the complete off-road racing and lifestyle experience! find your rider style at your private compound, free ride across massive environments, and compete in the best series events!","['racing', 'sports', 'simulation', 'motocross', 'atv', 'motorbike', 'offroad', 'open world', 'multiplayer', 'split screen', 'bikes']",2018-03-27,['Rainbow Studios'],['THQ Nordic'],4.0,2018.0,0.8
Driftwood,"a game about high-speed downhill longboarding and a sloth named eddy. carve up the mountainside as you drift through the beautiful landscape, and find the perfect balance of speed and control.","['early access', 'exploration', 'racing', 'sports', 'skating', 'physics', 'driving', 'simulation', 'skateboarding', 'relaxing', 'nature', 'competitive', 'arcade', 'character customization', '3d', 'third person', 'action', 'controller', 'action-adventure', 'cute']",2023-06-01,['Stoked Sloth Interactive'],['Stoked Sloth Interactive'],5.0,2023.0,1.0
RIDE 4,"are you ready to live the best gaming experience that a motorcycle fan can get? ride 4 will spark your competitive soul with hundreds of bikes, dozens of tracks and a whole new level of realism.","['racing', 'motorbike', 'sports', 'multiplayer', 'first-person', 'open world', 'third person', 'simulation', 'automobile sim', 'driving', 'pvp', 'singleplayer', 'bikes', 'competitive', 'vr', 'controller', 'difficult', 'split screen']",2020-10-08,['Milestone S.r.l.'],['Milestone S.r.l.'],4.0,2020.0,0.8
Gym Simulator 24,"gym simulator 24: build your fitness empire! embark on a journey to create your dream fitness haven in gym simulator 24, the ultimate simulation game where you'll ascend the ranks and craft your very own fitness empire.","['simulation', 'immersive sim', 'casual', 'management', 'life sim', 'building', 'sports', 'martial arts', '3d fighter', 'boxing', 'fps', '3d', '3d vision', 'realistic', 'colorful', 'cycling', 'economy', 'modern', 'female protagonist', 'trading']",2024-07-19,['Quatech'],['Red Axe Games'],4.0,2024.0,0.8
